Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.6749672346002621,0.7846887045416456,0.7828889989305531,0.672541274916664,0.6749672346002621,0.6365584472464066,0.6373435176535743,0.6094738058678819,0.6330592663204399
