Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.6631716906946264,0.6752964602411328,0.675850887251857,0.6617086641748792,0.6631716906946264,0.6510880933643769,0.6522740072444894,0.595715334245988,0.6028000152489961
