Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohen_Kappa,Matthews_CC,Prediction_Time_sec,Training_Time_sec
0.9017038007863696,0.9072098718003706,0.9071659505780364,0.9012228216553432,0.9017038007863696,0.8990514413183814,0.8993111532484876,0.8820275794677481,0.8837273632426904,120.1779580116272,7846.439571857452
