Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.7352555701179554,0.7522128587047194,0.7525558477114079,0.7339244243247173,0.7352555701179554,0.7216555580599625,0.722690679331236,0.6822281921813694,0.6892717632845198
