Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohen_Kappa,Matthews_CC,Prediction_Time_sec,Training_Time_sec
0.8060288335517694,0.8379687239972139,0.8380760114226393,0.8049066967404267,0.8060288335517694,0.7956544230351562,0.7964931873870185,0.7671886113659557,0.7771674316183544,78.13748383522034,11274.516891002655
