Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.5334207077326344,0.5630596608693286,0.564573609435579,0.5293445916159705,0.5334207077326344,0.45026804988262975,0.45340228548514094,0.4393561929687323,0.477566431652539
