Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.727391874180865,0.785927825102351,0.7865173095855097,0.7260145257632896,0.727391874180865,0.6670081237314043,0.6687983193944542,0.6728305729752908,0.6881192891317027
