Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.7911227154046997,0.7933723649424614,0.7943390163604312,0.7900907506095439,0.7911227154046997,0.7859321730304495,0.7869803402907626,0.7493352967644292,0.7515844877526582
