Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.7182175622542595,0.7673836898320844,0.7679961662269098,0.717966121259291,0.7182175622542595,0.7093681610722579,0.709987385682316,0.6619385391507917,0.674444805878863
