Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohen_Kappa,Matthews_CC,Prediction_Time_sec,Training_Time_sec
0.7378768020969856,0.7394438902250619,0.7399172865924475,0.7370849508450682,0.7378768020969856,0.728099519248612,0.7288210040752048,0.6854185520595188,0.6894025553248924,21.175990343093872,2225.342446088791
