Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.8715596330275229,0.8812234503410975,0.8807967622834855,0.8705807491117875,0.8715596330275229,0.8685775688336935,0.8688816303123642,0.8458169491245832,0.8483088013020206
