Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.8676277850589778,0.8751204178777536,0.875403383099273,0.8669501164769432,0.8676277850589778,0.8641248868748551,0.8646489544550976,0.8411327662767637,0.843698901837625
