Accuracy,Precision_Macro,Precision_Weighted,Recall_Macro,Recall_Weighted,F1_Macro,F1_Weighted,Cohens_Kappa,MCC
0.5386631716906947,0.7608276996892482,0.7603957299617046,0.5368983663863722,0.5386631716906947,0.4711182087633383,0.47289847980619437,0.44635491285391826,0.490335982307463
